"id" "start" "end" "sex" "cod" "dx_fu" "dx_event" "rate" "rate0" "rate_DK_std" "HR" "CI_left" "CI_right"
1003 "A20" "A28" "All" "Natural" 101627160.33251 5670 0.0357493404979098 0.00972718313456378 0.0162046217930535 2.24261533985308 2.12028830221387 2.37199986308138
1003 "A20" "A28" "All" "External" 101627160.33251 5670 0.000963830258522078 0.000437579873869351 0.000582375397859204 1.71276885477793 1.2173359109525 2.40983373898986
1003 "A20" "A28" "All" "Air_not_adjust" NA NA 0.0367180090331454 0.0103238539543949 0.0167976239374888 2.22421833349198 2.10440963873341 2.35084800220712
1003 "A20" "A28" "All" "Air_adjusted" NA NA 0.0367180090331454 0.0103238539543949 0.0167976239374888 2.21020691978628 2.09110360775817 2.33609401760263
1003 "A20" "A28" "Males" "All" 50252801.9157272 3132 0.0357966034901052 0.0101160727485904 0.0152151445573292 2.38520170337673 2.21118372405588 2.57291472612497
1003 "A20" "A28" "Males" "Natural" 50252801.9157272 3132 0.0347829887862125 0.00958396311528394 0.0145839323145448 2.41806022920791 2.23918505355775 2.6112246787227
1003 "A20" "A28" "Males" "External" 50252801.9157272 3132 NA NA NA NA NA NA
1003 "A20" "A28" "Females" "All" 51374358.4167827 2538 0.0378220716648224 0.0102123903084814 0.0186886893822806 2.05609051704005 1.89599202443409 2.22970780455883
1003 "A20" "A28" "Females" "Natural" 51374358.4167827 2538 0.036918472683069 0.00986727650956709 0.0181653988150608 2.06321097979898 1.9006817064947 2.23963830062513
1003 "A20" "A28" "Females" "External" 51374358.4167827 2538 NA NA NA NA NA NA
1004 "A30" "A49" "All" "All" 100036351.772483 309675 0.104366215139154 0.00864358790259128 0.0287953919518418 4.37129125056075 4.34780477865379 4.3949045943929
1004 "A30" "A49" "All" "Natural" 100036351.772483 309675 0.101984130122623 0.00823741555343953 0.0278876461640488 4.42732009088972 4.40321781470266 4.45155429780149
1004 "A30" "A49" "All" "External" 100036351.772483 309675 0.00238208501653104 0.000406172349151747 0.000907748101214429 2.88207852977745 2.78540220903177 2.9821103124247
1004 "A30" "A49" "All" "Air_not_adjust" NA NA 0.104525109729523 0.0087770245228794 0.0288708406494987 4.36638747718726 4.34291348866634 4.38998834554091
1004 "A30" "A49" "All" "Air_adjusted" NA NA 0.104525109729523 0.0087770245228794 0.0288708406494987 4.35433895610242 4.33087303139643 4.37793202598637
1004 "A30" "A49" "Males" "All" 49371736.2414777 169219 0.10059562883166 0.0084768134941222 0.0273651221971528 4.56280261909484 4.52882230439644 4.59703789230329
1004 "A30" "A49" "Males" "Natural" 49371736.2414777 169219 0.098165116991289 0.00797911983636186 0.026437736688056 4.62988548673662 4.59489659091832 4.6651408135412
1004 "A30" "A49" "Males" "External" 49371736.2414777 169219 0.00243051184037076 0.000497693657760345 0.000927388709547574 2.92618520554418 2.79631545208573 3.06208652201917
1004 "A30" "A49" "Females" "All" 50664615.5310053 140456 0.10904443129068 0.00880610649708698 0.0305699464963505 4.20576473508287 4.17316630347392 4.23861780733301
1004 "A30" "A49" "Females" "Natural" 50664615.5310053 140456 0.106722430073055 0.0084891199803301 0.029686567969753 4.24659910392805 4.21329542934454 4.2801660248847
1004 "A30" "A49" "Females" "External" 50664615.5310053 140456 0.00232200121762586 0.000316986516756882 0.000883379788749126 2.92209456082589 2.77508922197227 3.07688724196759
1005 "A50" "A64" "All" "All" 100963599.735033 60091 0.00373030060566928 0.010218237094433 0.0022157147485259 1.69506840447592 1.63085245482011 1.7618129018112
1005 "A50" "A64" "All" "Natural" 100963599.735033 60091 0.00331470814479948 0.00978032679689975 0.00196786136788075 1.71703187267747 1.64816058690871 1.78878106612167
1005 "A50" "A64" "All" "External" 100963599.735033 60091 0.0004155924608698 0.000437910297533289 0.000247853380645148 1.58676844296841 1.41252726317309 1.78250300524773
1005 "A50" "A64" "All" "Air_not_adjust" NA NA 0.00373226891360338 0.0103793772535096 0.00221671841029071 1.69436105601811 1.63015767258429 1.76109307488007
1005 "A50" "A64" "All" "Air_adjusted" NA NA 0.00373226891360338 0.0103793772535096 0.00221671841029071 1.67891849131336 1.61518723190735 1.74516442725051
1005 "A50" "A64" "Males" "All" 50019005.6755596 25722 0.00519519530073704 0.010150541641976 0.00321834887397721 1.64111044868354 1.55429549059208 1.73277444416463
1005 "A50" "A64" "Males" "Natural" 50019005.6755596 25722 0.00450223861047105 0.00961906366393633 0.00277421131091305 1.65196056998412 1.5583358403193 1.75121026814291
1005 "A50" "A64" "Males" "External" 50019005.6755596 25722 0.000692956690265992 0.000531477978039647 0.000444137563064164 1.57079887468771 1.35277708173387 1.82395838755464
1005 "A50" "A64" "Females" "All" 50944594.059473 34369 0.00289944285689725 0.0102847026200334 0.00164704156326601 1.80366692486654 1.70730754655399 1.90546476668704
1005 "A50" "A64" "Females" "Natural" 50944594.059473 34369 0.00264116560783204 0.00993866001579908 0.00151051648114862 1.79185681482215 1.69176437253181 1.89787117931768
1005 "A50" "A64" "Females" "External" 50944594.059473 34369 0.000258277249065208 0.000346042604234314 0.000136525082117397 1.92351845419882 1.59738254978474 2.31624118101329
1006 "A65" "A69" "All" "All" 101511498.420383 13347 0.0108805648482591 0.0101726603987618 0.0113484083525955 0.96614447590702 0.920330807032108 1.01423872937145
1006 "A65" "A69" "All" "Natural" 101511498.420383 13347 0.0104069167156862 0.00973495628945981 0.0109159334132695 0.960624923159266 0.914073240727011 1.0095473774736
1006 "A65" "A69" "All" "External" 101511498.420383 13347 0.000473648132572896 0.000437704109301948 0.000432474939326002 1.10689746488599 0.876968154254871 1.39711116284724
1006 "A65" "A69" "All" "Air_not_adjust" NA NA 0.0108733099699798 0.0103320944712019 0.0113516212768282 0.965361216530713 0.919557278380692 1.01344668819624
1006 "A65" "A69" "All" "Air_adjusted" NA NA 0.0108733099699798 0.0103320944712019 0.0113516212768282 0.962432696251043 0.916766694951298 1.01037341333856
1006 "A65" "A69" "Males" "All" 50193913.199199 6926 0.0118376713865551 0.010123000332401 0.0118846291117673 1.00303076349945 0.940165062119166 1.07010008461554
1006 "A65" "A69" "Males" "Natural" 50193913.199199 6926 0.0112966679064296 0.00959072463805595 0.0113521995892118 1.00192631225721 0.937692060655517 1.07056077076259
1006 "A65" "A69" "Males" "External" 50193913.199199 6926 0.000541003480125476 0.000532275694345073 0.000532429522555499 1.02619430035296 0.75814977441151 1.38900620645086
1006 "A65" "A69" "Females" "All" 51317585.2211842 6421 0.00985238112483087 0.0102212330868498 0.0107723664652146 0.92195957271387 0.856610217501836 0.992294320510974
1006 "A65" "A69" "Females" "Natural" 51317585.2211842 6421 0.00945109032058916 0.00987602978229739 0.0104472689927081 0.911697741433155 0.845768860645847 0.982765871871422
1006 "A65" "A69" "Females" "External" 51317585.2211842 6421 0.000401290804241707 0.000345203304552357 0.00032509747250649 1.25323517931396 0.870553556819097 1.80413761148582
1007 "A70" "A74" "All" "All" 101645722.819088 1785 0.00618783961222755 0.0101743189119787 0.00376093678728977 1.64724715692593 1.34998144134204 2.00997073952593
1007 "A70" "A74" "All" "Natural" 101645722.819088 1785 0.00593267096842435 0.00973653364403196 0.00352436279415123 1.70503463278828 1.3914449281131 2.08929799539372
1007 "A70" "A74" "All" "External" 101645722.819088 1785 NA NA NA NA NA NA
1007 "A70" "A74" "All" "Air_not_adjust" NA NA 0.00622284076914998 0.010333550093013 0.00377908321353859 1.64934753811213 1.35170249319726 2.01253405624928
1007 "A70" "A74" "All" "Air_adjusted" NA NA 0.00622284076914998 0.010333550093013 0.00377908321353859 1.654748437468 1.35612869480812 2.01912429239631
1007 "A70" "A74" "Males" "All" 50266850.7281234 538 0.0134157221417006 0.0101253409081234 0.00822191515188296 1.64424786306267 1.28445551641931 2.10482262766317
1007 "A70" "A74" "Males" "Natural" 50266850.7281234 538 0.0132027741711975 0.00959302190240878 0.00773619137525861 1.72053864402217 1.34139368552125 2.20684893445233
1007 "A70" "A74" "Males" "External" 50266850.7281234 538 NA NA NA NA NA NA
1007 "A70" "A74" "Females" "All" 51378872.0909649 1247 0.0030965604522852 0.0102222368577912 0.00185302954126181 1.71130180546693 1.2227381573713 2.395078497992
1007 "A70" "A74" "Females" "Natural" 51378872.0909649 1247 0.00282333453002474 0.0098769392816087 0.00172301393922235 1.67847006249699 1.18038061410638 2.38674010486989
1007 "A70" "A74" "Females" "External" 51378872.0909649 1247 NA NA NA NA NA NA
1008 "A75" "A79" "All" "All" 101651963.213646 1520 0.0211965163925947 0.0101726810511927 0.0118286193290657 1.82260480077841 1.5866857127196 2.09360192329882
1008 "A75" "A79" "All" "Natural" 101651963.213646 1520 0.0208785686467057 0.0097349128213114 0.0113690941986916 1.87001039092974 1.62624284671423 2.15031775189704
1008 "A75" "A79" "All" "External" 101651963.213646 1520 NA NA NA NA NA NA
1008 "A75" "A79" "All" "Air_not_adjust" NA NA 0.021077573684704 0.0103318953147749 0.0118755166011683 1.80549318862194 1.57069213852787 2.07539439091831
1008 "A75" "A79" "All" "Air_adjusted" NA NA 0.021077573684704 0.0103318953147749 0.0118755166011683 1.78994352778882 1.55716283911953 2.05752266377271
1008 "A75" "A79" "Males" "All" 50265525.7673029 910 0.0215913001155358 0.0101242748828668 0.0135911058023734 1.61417406591463 1.35918282792753 1.91700326220595
1008 "A75" "A79" "Males" "Natural" 50265525.7673029 910 0.0212591262676045 0.00959196173998102 0.0130173699312315 1.65988286723384 1.39580057869113 1.97392892294115
1008 "A75" "A79" "Males" "External" 50265525.7673029 910 NA NA NA NA NA NA
1008 "A75" "A79" "Females" "All" 51386437.4463433 610 0.0205003903411293 0.0102200313175704 0.00872080946222432 2.40581726151556 1.90330922451221 3.04099650296687
1008 "A75" "A79" "Females" "Natural" 51386437.4463433 610 0.0202075276219703 0.00987474565696146 0.00846267326301806 2.44353293092293 1.92987864765592 3.09390084799225
1008 "A75" "A79" "Females" "External" 51386437.4463433 610 NA NA NA NA NA NA
1009 "A80" "A89" "All" "All" 101507205.227352 11187 0.0180941480534445 0.0101616727373167 0.0132142005482788 1.37651755790488 1.32630052211181 1.42863593554455
1009 "A80" "A89" "All" "Natural" 101507205.227352 11187 0.0174585829963701 0.00972421610652344 0.0127089612082215 1.38015180396337 1.32891045830874 1.43336896031923
1009 "A80" "A89" "All" "External" 101507205.227352 11187 0.000635565057074394 0.000437456630793284 0.000505239340057365 1.27807222400369 1.04823892169518 1.55829799481987
1009 "A80" "A89" "All" "Air_not_adjust" NA NA 0.018134793573823 0.0103208612797279 0.0132510977454226 1.37607909748233 1.32586034900002 1.42819994877738
1009 "A80" "A89" "All" "Air_adjusted" NA NA 0.018134793573823 0.0103208612797279 0.0132510977454226 1.36891652205044 1.31893979577592 1.42078694595781
1009 "A80" "A89" "Males" "All" 50199176.4154203 5407 0.0177006324440041 0.0101147276958916 0.0119557186967174 1.48588455698784 1.40659325487397 1.56964560226955
1009 "A80" "A89" "Males" "Natural" 50199176.4154203 5407 0.017023559071829 0.00958264725339662 0.0113864144645214 1.50028923272654 1.41869477231693 1.58657649676061
1009 "A80" "A89" "Males" "External" 50199176.4154203 5407 0.000677073372175019 0.000532080442494972 0.000569304232196011 1.19457759192521 0.902580089979427 1.5810404405911
1009 "A80" "A89" "Females" "All" 51308028.811932 5780 0.0184422014135598 0.0102076032178068 0.0143272919392482 1.29025027381267 1.22666555924339 1.3571309282544
1009 "A80" "A89" "Females" "Natural" 51308028.811932 5780 0.0178433492801838 0.00986272541973621 0.0138787161734922 1.28846285360649 1.22393638483062 1.35639118642064
1009 "A80" "A89" "Females" "External" 51308028.811932 5780 0.000598852133376032 0.000344877798070561 0.000448575765755973 1.3463285551967 1.017080353953 1.78216064393847
1010 "A90" "A99" "All" "All" 101656725.744726 709 0.0243955591600656 0.0101730504541029 0.00977672233608899 2.52484938311599 2.10139291591533 3.03363752639492
1010 "A90" "A99" "All" "Natural" 101656725.744726 709 0.0235395746281334 0.00973531257031795 0.00934677184293186 2.54771968918064 2.11342535622518 3.07125851193162
1010 "A90" "A99" "All" "External" 101656725.744726 709 NA NA NA NA NA NA
1010 "A90" "A99" "All" "Air_not_adjust" NA NA 0.0244557187199527 0.0103322473598471 0.00979688717435723 2.52594650387988 2.10230602911137 3.03495573532649
1010 "A90" "A99" "All" "Air_adjusted" NA NA 0.0244557187199527 0.0103322473598471 0.00979688717435723 2.51174182635642 2.09047907006042 3.01789532008372
1010 "A90" "A99" "Males" "All" 50268891.6545176 359 0.0214684707106816 0.0101250491755026 0.009990253011497 2.1722189007643 1.67552116431442 2.81615956475749
1010 "A90" "A99" "Males" "Natural" 50268891.6545176 359 0.0207151910366226 0.00959277167505769 0.00946405322320144 2.21280214339895 1.69885754866847 2.88222713532914
1010 "A90" "A99" "Males" "External" 50268891.6545176 359 NA NA NA NA NA NA
1010 "A90" "A99" "Females" "All" 51387834.0902089 350 0.0282468340233612 0.010220006530691 0.00949577239659725 3.02049932188672 2.32982465084182 3.91592395171096
1010 "A90" "A99" "Females" "Natural" 51387834.0902089 350 0.0272557170400853 0.00987474971428471 0.00919246054022423 3.00892664463486 2.31006563609155 3.91921312162873
1010 "A90" "A99" "Females" "External" 51387834.0902089 350 NA NA NA NA NA NA
1011 "B00" "B09" "All" "All" 101018238.740759 65659 0.0261490148274295 0.0100719930646492 0.0137589119092572 1.91470736961347 1.88569016830077 1.94417109071302
1011 "B00" "B09" "All" "Natural" 101018238.740759 65659 0.0253202941172963 0.00963672513137191 0.0132618972073908 1.92345860963243 1.89383664494681 1.95354389875217
1011 "B00" "B09" "All" "External" 101018238.740759 65659 0.000828720710133187 0.000435267933277269 0.000497014701866456 1.68585126883424 1.54755921123617 1.83650129829915
1011 "B00" "B09" "All" "Air_not_adjust" NA NA 0.02620585304576 0.0102301763726512 0.0137962991805357 1.91384471024247 1.88482939150778 1.94330669472052
1011 "B00" "B09" "All" "Air_adjusted" NA NA 0.02620585304576 0.0102301763726512 0.0137962991805357 1.90103585025384 1.87219117878874 1.93032492882937
1011 "B00" "B09" "Males" "All" 49969043.2069242 30951 0.0253749126847409 0.010033331995649 0.0127039941401307 2.01261156745846 1.96765888330611 2.05859123033647
1011 "B00" "B09" "Males" "Natural" 49969043.2069242 30951 0.0244393863311998 0.00950348394772138 0.0121665987901117 2.02369634124132 1.97764360003874 2.07082149760112
1011 "B00" "B09" "Males" "External" 49969043.2069242 30951 0.000935526353541124 0.000529848047927627 0.000537395350018987 1.76260941657109 1.56743292002845 1.98208925925117
1011 "B00" "B09" "Females" "All" 51049195.5338349 34708 0.0268364187760234 0.0101098361022738 0.0146956805860895 1.83644369066113 1.79877935319956 1.87489667533164
1011 "B00" "B09" "Females" "Natural" 51049195.5338349 34708 0.0261025416491359 0.00976714705855707 0.0142345239647735 1.84401934125994 1.80567497224414 1.88317797123512
1011 "B00" "B09" "Females" "External" 51049195.5338349 34708 0.000733877126887536 0.000342689043716765 0.000461156621315973 1.60320288399632 1.41468896741354 1.81683716100034
1012 "B15" "B19" "All" "All" 101426149.576293 20272 0.024233881390333 0.0101410928473264 0.00565603670827526 4.41551170686282 4.30174382669755 4.5322883971941
1012 "B15" "B19" "All" "Natural" 101426149.576293 20272 0.0200000722577647 0.00971214035152769 0.00527049252875155 3.90295447135597 3.7924891502412 4.01663735926805
1012 "B15" "B19" "All" "External" 101426149.576293 20272 0.00423380913256826 0.000428952495798668 0.000385544179523705 11.6676676924099 10.9510129700249 12.4312216370425
1012 "B15" "B19" "All" "Air_not_adjust" NA NA 0.0242901885302033 0.0103000272469184 0.00567162591962869 4.4133358225887 4.29954344867854 4.53013984285495
1012 "B15" "B19" "All" "Air_adjusted" NA NA 0.0242901885302033 0.0103000272469184 0.00567162591962869 4.2724308827882 4.16069675814344 4.38716559010837
1012 "B15" "B19" "Males" "All" 50139278.7128827 11912 0.0292285364426687 0.0100752546300632 0.00625264487937538 4.82189212931428 4.67116305090544 4.97748493327293
1012 "B15" "B19" "Males" "Natural" 50139278.7128827 11912 0.023565791022193 0.00955649966055229 0.00573402288848704 4.23465974612978 4.08765924362055 4.38694668433487
1012 "B15" "B19" "Males" "External" 50139278.7128827 11912 0.00566274542047564 0.0005187549695109 0.000518621990888335 11.5093789150105 10.6959325931854 12.3846893999392
1012 "B15" "B19" "Females" "All" 51286870.8634104 8360 0.0178187946362286 0.0102054578723268 0.00488975893018825 3.72664453234921 3.5594386315142 3.90170499008723
1012 "B15" "B19" "Females" "Natural" 51286870.8634104 8360 0.0154202974835591 0.00986429843511725 0.00467513860746847 3.37202386833498 3.209723221323 3.54253129774039
1012 "B15" "B19" "Females" "External" 51286870.8634104 8360 0.00239849715266946 0.000341159437209551 0.000214620322719778 11.595920201854 10.2182879899926 13.1592851424286
1013 "B20" "B24" "All" "All" 101594294.131559 4380 0.0182103774495773 0.0101683958615063 0.00507555421082014 3.70386042106681 3.50153307413729 3.9178787486179
1013 "B20" "B24" "All" "Natural" 101594294.131559 4380 0.0161091800515491 0.00973173748045042 0.00464918245890137 3.56773535534391 3.36091126964432 3.78728700181305
1013 "B20" "B24" "All" "External" 101594294.131559 4380 0.00210119739802815 0.000436658381055865 0.000426371751918774 5.16593266284917 4.37726186439711 6.09670179756713
1013 "B20" "B24" "All" "Air_not_adjust" NA NA 0.0181879212295412 0.0103276724739694 0.00511195650723732 3.67231302480847 3.47058496661572 3.88576654422855
1013 "B20" "B24" "All" "Air_adjusted" NA NA 0.0181879212295412 0.0103276724739694 0.00511195650723732 3.503525751806 3.30832411045807 3.71024491063793
1013 "B20" "B24" "Males" "All" 50223680.3929037 3283 0.0204945782595714 0.0101157660295996 0.00608705485264152 3.44063889880773 3.23145741445453 3.66336129915768
1013 "B20" "B24" "Males" "Natural" 50223680.3929037 3283 0.0181338368290601 0.00958521948678257 0.00555770678966145 3.33711726326674 3.12187361100412 3.56720130806672
1013 "B20" "B24" "Males" "External" 50223680.3929037 3283 0.00236074143051128 0.00053054654281698 0.000529348062980076 4.52864632224779 3.76343697566271 5.44944359228895
1013 "B20" "B24" "Females" "All" 51370613.7386556 1097 0.0125271094854737 0.010219850645953 0.00255886252233914 5.01797655121815 4.42223506979274 5.69397335762962
1013 "B20" "B24" "Females" "Natural" 51370613.7386556 1097 0.0110716776780327 0.00987498421920306 0.00238870378249691 4.75462869888269 4.1566077461679 5.43868833547753
1013 "B20" "B24" "Females" "External" 51370613.7386556 1097 0.00145543180744092 0.00034486642674991 0.00017015873984223 8.69445436313502 5.99657660284842 12.6061154020329
1014 "B25" "B34" "All" "All" 99986598.5198967 171790 0.0040494382397435 0.0102762871745811 0.002676008310136 1.56028374247044 1.52339957711658 1.59806093790932
1014 "B25" "B34" "All" "Natural" 99986598.5198967 171790 0.00384822020866217 0.00983456797767077 0.0025071471802719 1.58418124588346 1.54579343142344 1.62352237290715
1014 "B25" "B34" "All" "External" 99986598.5198967 171790 0.000201218031081327 0.000441719196910286 0.000168861129864099 1.21007546899809 1.0863924126223 1.3478395316997
1014 "B25" "B34" "All" "Air_not_adjust" NA NA 0.00406870863119359 0.0104385148255604 0.00270309013493255 1.55257284389062 1.51572273104247 1.59031885332269
1014 "B25" "B34" "All" "Air_adjusted" NA NA 0.00406870863119359 0.0104385148255604 0.00270309013493255 1.5388726069829 1.50229246053036 1.57634346356654
1014 "B25" "B34" "Males" "All" 49390885.646216 87330 0.00396293209724898 0.0102355321915296 0.00252056854476314 1.63390492321515 1.5802754826357 1.6893543736147
1014 "B25" "B34" "Males" "Natural" 49390885.646216 87330 0.00372788139692505 0.0096979431272194 0.00231073903486019 1.67853306952449 1.62179158965279 1.7372597585677
1014 "B25" "B34" "Males" "External" 49390885.646216 87330 0.000235050700323937 0.000537589064310172 0.000209829509902947 1.14352697130896 0.996502647977518 1.31224331090845
1014 "B25" "B34" "Females" "All" 50595712.8736807 84460 0.00414536927693967 0.0103160716660544 0.00284838332864632 1.49349970983254 1.44312022739119 1.54563794542757
1014 "B25" "B34" "Females" "Natural" 50595712.8736807 84460 0.00398167000415651 0.00996793940346574 0.00272495410773161 1.50004950672727 1.44844887449561 1.55348839869566
1014 "B25" "B34" "Females" "External" 50595712.8736807 84460 0.000163699272783158 0.000348132262588647 0.000123429220914709 1.35259380454727 1.13722114803954 1.60875481717304
1015 "B35" "B49" "All" "All" 101302163.682289 52769 0.0643311402413323 0.00998165254565815 0.0186179214997438 3.51834510982541 3.47262475347147 3.56466741747946
1015 "B35" "B49" "All" "Natural" 101302163.682289 52769 0.0627193821193188 0.00954805864792308 0.0179967879579061 3.55078324663236 3.50404715312771 3.59814269431594
1015 "B35" "B49" "All" "External" 101302163.682289 52769 0.00161175812201347 0.000433593897735072 0.000621134694976556 2.6155975439424 2.40913359449403 2.83975555673339
1015 "B35" "B49" "All" "Air_not_adjust" NA NA 0.0647263269802616 0.0101377250924119 0.0187502793682072 3.51582991129794 3.4701117957446 3.5621503550219
1015 "B35" "B49" "All" "Air_adjusted" NA NA 0.0647263269802616 0.0101377250924119 0.0187502793682072 3.49798124411532 3.45245181435025 3.54411109615598
1015 "B35" "B49" "Males" "All" 50114491.4792275 24372 0.0738020623521415 0.0099260909432991 0.0196600141203871 3.83219148029792 3.76203178645255 3.90365961142396
1015 "B35" "B49" "Males" "Natural" 50114491.4792275 24372 0.0718473360004801 0.00939825958715406 0.0189317053119369 3.87523127961737 3.80331508165874 3.94850732797434
1015 "B35" "B49" "Males" "External" 50114491.4792275 24372 0.00195472635166141 0.000527831356145046 0.000728308859269667 2.72796211817454 2.43684936624601 3.05385200303105
1015 "B35" "B49" "Females" "All" 51187672.2030616 28397 0.0569740364412718 0.0100360492651837 0.0178084138837325 3.25342122201244 3.19372611345808 3.3142321137801
1015 "B35" "B49" "Females" "Natural" 51187672.2030616 28397 0.0556286993536751 0.00969471708014725 0.0172705351244853 3.27541060764927 3.21458916660867 3.33738281710801
1015 "B35" "B49" "Females" "External" 51187672.2030616 28397 0.00134533708759666 0.000341332185036439 0.000537880504373563 2.54693565166213 2.2587711128132 2.87186301299403
1016 "B50" "B64" "All" "All" 101582537.378674 7350 0.0154575091054883 0.0101696022432383 0.0061174304812654 2.56623099975517 2.42601275231423 2.71455355616837
