"time" "cause" "pct" "age_specific" "sex" "id" "start" "end" "group" "cip"
40.75 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00380229063347205
41 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.994468507074344
41 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.0016116682079219
41 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00391982471773364
41.25 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.994312518895165
41.25 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00163663454695912
41.25 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00405084655787531
41.5 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.99417823151319
41.5 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00165761953381635
41.5 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00416414895299333
41.75 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.994038269434946
41.75 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00168523679202777
41.75 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00427649377302592
42 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.993826007618537
42 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00172596564256883
42 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00444802673889368
42.25 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.993678732369743
42.25 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.0017324677619153
42.25 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00458879986834177
42.5 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.993505797345993
42.5 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00176311512336264
42.5 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00473108753064447
42.75 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.993286011985475
42.75 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00179419423771316
42.75 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00491979377681221
43 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.993069816871921
43 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.0018234353399988
43 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.0051067477880795
43.25 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.992871054156561
43.25 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00184858336444983
43.25 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00528036247898767
43.5 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.992662539056259
43.5 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00188573121713839
43.5 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00545172972660098
43.75 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.992455353991551
43.75 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00191870217002485
43.75 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00562594383842301
44 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.99227330304811
44 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00195225234823841
44 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00577444460365023
44.25 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.992068577537768
44.25 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00198153157822753
44.25 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00594989088400303
44.5 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.991855444145998
44.5 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00199642792228932
44.5 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00614812793171061
44.75 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.991582893507998
44.75 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00203424175934039
44.75 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00638286473266037
45 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.991333208093256
45 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00207534083786834
45 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.0065914510688741
45.25 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.99108166748221
45.25 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00211719033984736
45.25 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00680114217794023
45.5 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.990809445737845
45.5 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00215735700400203
45.5 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00703319725815054
45.75 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.990552987063941
45.75 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00218730923555447
45.75 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00725970370050137
46 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.990307564366938
46 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00220968016049362
46 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00748275547256462
46.25 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.990014501432638
46.25 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00223815888527364
46.25 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00774733968208493
46.5 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.989717895269238
46.5 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00228753558971647
46.5 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00799456914104281
46.75 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.989491041222526
46.75 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00231740735151889
46.75 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00819155142595285
47 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.989237027513729
47 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00234795104513542
47 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00841502144113318
47.25 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.988958200701304
47.25 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00238242307035869
47.25 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00865937622833598
47.5 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.988640879274671
47.5 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00242085253226728
47.5 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00893826819305973
47.75 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.988334590615804
47.75 "External" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.0024439707716114
47.75 "Natural" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.00922143861258289
48 "Censored" 25 25 "Females" 15 "O00" "O99" "Diagnosed" 0.988050217788313
