"id" "start" "end" "sex" "cod" "exposure" "n" "fu" "cases" "HR" "CI_left" "CI_right"
10490 "F95" "F95" "All" "All" 0 7377705 101558790.367415 1034078 1 NA NA
10490 "F95" "F95" "All" "All" 1 11799 5772.77522269631 18 3.36255238910627 2.11848875815053 5.33718129302476
10490 "F95" "F95" "All" "All" 2 11547 5638.62843027173 6 1.16758936339709 0.524542415434729 2.59896031551267
10490 "F95" "F95" "All" "All" 3 11313 10803.0926117224 17 1.72827313397656 1.07436587793581 2.78017767221348
10490 "F95" "F95" "All" "All" 4 10919 27986.1747436185 49 1.88777472587974 1.4266702943307 2.49790959399079
10490 "F95" "F95" "All" "All" 5 8150 30615.5188187739 52 1.6373470211223 1.24754828235206 2.14893908757075
10490 "F95" "F95" "All" "All" 6 4247 21792.1691219403 53 1.84967213687226 1.41294924958608 2.42137997166129
10491 "F98" "F98" "All" "All" 0 7375005 101379639.036043 1034047 1 NA NA
10491 "F98" "F98" "All" "All" 1 29474 14387.5822366944 13 2.91777907740941 1.69388697739115 5.02597567500052
10491 "F98" "F98" "All" "All" 2 28887 14044.8594805 8 1.92538697366159 0.962722949700316 3.85065609945177
10491 "F98" "F98" "All" "All" 3 28377 26797.6011303241 25 3.37044650833234 2.27668397697667 4.98967348143552
10491 "F98" "F98" "All" "All" 4 27899 70346.8012351224 35 1.824228409456 1.30918740206348 2.54188917844859
10491 "F98" "F98" "All" "All" 5 21194 82640.4313646231 62 2.3341860325799 1.81856431365481 2.99600316237444
10491 "F98" "F98" "All" "All" 6 12177 73542.4148738678 83 2.56035793658578 2.06283212216083 3.17787991228821
10492 "F99" "F99" "All" "All" 0 7371431 101178202.253028 1023560 1 NA NA
10492 "F99" "F99" "All" "All" 1 49034 23722.3762182798 1072 6.21806701285076 5.85656067436012 6.60188795542996
10492 "F99" "F99" "All" "All" 2 48048 23422.4652893181 609 3.70514890178457 3.42217209313489 4.0115248476063
10492 "F99" "F99" "All" "All" 3 48124 46026.1153529456 966 3.03418685785702 2.84866356799823 3.23179261735761
10492 "F99" "F99" "All" "All" 4 49079 127943.650250767 2722 3.1946125802904 3.07665046872937 3.31709748698379
10492 "F99" "F99" "All" "All" 5 38645 145161.293929186 2989 3.22310846810353 3.10938418293464 3.34099216628679
10492 "F99" "F99" "All" "All" 6 20990 116920.572295831 2355 3.20618780383156 3.07889074669516 3.33874797099322
6 "G00" "G99" "All" "All" 0 7231089 94076066.804671 795132 1 NA NA
6 "G00" "G99" "All" "All" 1 807117 382297.791077177 35585 5.76988108122612 5.70881439203958 5.83160099545592
6 "G00" "G99" "All" "All" 2 763704 368512.258335205 13908 2.35546111450667 2.31627310222941 2.39531213163632
6 "G00" "G99" "All" "All" 3 754151 704927.997859121 22204 1.95467455648509 1.92874966277331 1.980947914348
6 "G00" "G99" "All" "All" 4 772592 1886218.59680365 55119 1.79464318853606 1.77917711914989 1.81024370170508
6 "G00" "G99" "All" "All" 5 581750 2257082.02756194 62301 1.74308656943142 1.72885256115471 1.75743776930456
6 "G00" "G99" "All" "All" 6 337220 1986293.25005614 50024 1.74493489236234 1.72887224290498 1.76114677708485
1063 "G00" "G09" "All" "All" 0 7375176 101498822.150251 1028999 1 NA NA
1063 "G00" "G09" "All" "All" 1 17154 7621.5019163111 1919 22.348308907967 21.369178648445 23.37230266369
1063 "G00" "G09" "All" "All" 2 15025 7230.53522718766 303 3.94890780510391 3.52832720968832 4.41962208334644
1063 "G00" "G09" "All" "All" 3 14844 13731.0563964369 407 2.78603549925325 2.52804415752327 3.07035531005272
1063 "G00" "G09" "All" "All" 4 15354 37661.5293285426 884 2.19789043959382 2.05761313790993 2.34773111400563
1063 "G00" "G09" "All" "All" 5 11969 48041.3889812112 941 1.88617171741202 1.76937065947196 2.01068313669603
1063 "G00" "G09" "All" "All" 6 7530 48290.5642637922 820 1.78759783857531 1.66925791710312 1.91432731858758
1064 "G10" "G14" "All" "All" 0 7377414 101613875.386189 1029406 1 NA NA
1064 "G10" "G14" "All" "All" 1 7720 3498.41988172767 977 14.4351509759463 13.5572705991197 15.3698771574193
1064 "G10" "G14" "All" "All" 2 6732 3105.01297252789 693 12.4531710650005 11.5592901122126 13.4161759129413
1064 "G10" "G14" "All" "All" 3 6102 5304.22582528632 930 10.3105228054892 9.66834780478509 10.9953512915514
1064 "G10" "G14" "All" "All" 4 5449 12122.1139306834 1022 5.20225195943322 4.89270333473218 5.53138492115591
1064 "G10" "G14" "All" "All" 5 3587 13231.9983905981 745 3.6228893546721 3.37174595631252 3.89273908718521
1064 "G10" "G14" "All" "All" 6 1854 10261.5691743394 500 3.304535885448 3.02708508582425 3.60741674205044
1065 "G20" "G26" "All" "All" 0 7370364 101336515.481496 1007239 1 NA NA
1065 "G20" "G26" "All" "All" 1 47480 22332.7121565986 2849 3.50007110030636 3.37364901898295 3.63123064618409
1065 "G20" "G26" "All" "All" 2 44289 21200.882042069 1485 1.91495787771286 1.81990709470807 2.01497300828027
1065 "G20" "G26" "All" "All" 3 43063 39267.9093495022 3075 2.11931325796353 2.0455713962564 2.19571347819973
1065 "G20" "G26" "All" "All" 4 41982 95284.7675574519 8161 2.28788418875123 2.2385330506708 2.33832333168784
1065 "G20" "G26" "All" "All" 5 26994 91807.231768845 7666 2.34255641740596 2.29045559368231 2.39584237470747
1065 "G20" "G26" "All" "All" 6 11655 54989.7419941612 3798 2.26129658134663 2.19026356392008 2.3346332893645
1066 "G30" "G32" "All" "All" 0 7376416 101532342.554218 1010887 1 NA NA
1066 "G30" "G32" "All" "All" 1 34566 15497.555498166 4209 4.39523853491167 4.26395929789427 4.53055961118406
1066 "G30" "G32" "All" "All" 2 29477 13855.6595029568 1885 2.17648901936658 2.08025780226475 2.27717182277412
1066 "G30" "G32" "All" "All" 3 26665 23481.8646829853 3421 2.28984325634888 2.21414372452896 2.36813088534348
1066 "G30" "G32" "All" "All" 4 21974 43033.1735234673 8031 2.90992058464876 2.84648019909083 2.97477488572279
1066 "G30" "G32" "All" "All" 5 9262 23978.8372557826 4739 3.42407189502715 3.32749171319772 3.52345530893834
1066 "G30" "G32" "All" "All" 6 2165 9209.08168276069 1101 3.34947717861869 3.1571418843461 3.55352967369444
1067 "G35" "G37" "All" "All" 0 7371471 101407575.789064 1029013 1 NA NA
1067 "G35" "G37" "All" "All" 1 17744 8552.42588517105 322 7.28555509837034 6.5315170324824 8.12664390637232
1067 "G35" "G37" "All" "All" 2 17728 8571.09126431619 136 3.0671115581961 2.59257308936996 3.62850843009645
1067 "G35" "G37" "All" "All" 3 18346 17198.9138782843 233 2.53539612046363 2.22982278281056 2.88284501226578
1067 "G35" "G37" "All" "All" 4 22046 53265.8837936971 758 2.34351357845968 2.18237506888912 2.51654996004903
1067 "G35" "G37" "All" "All" 5 18672 78935.9273373756 1493 2.63081345048353 2.50053893027846 2.76787508782129
1067 "G35" "G37" "All" "All" 6 12966 87298.6951418519 2318 2.7711443376205 2.66029076774962 2.88661714464474
1068 "G40" "G47" "All" "All" 0 7302012 97800637.3130624 925518 1 NA NA
1068 "G40" "G47" "All" "All" 1 403635 192902.945946553 11965 3.89128085107294 3.82171143982011 3.96211668525127
1068 "G40" "G47" "All" "All" 2 386585 186407.006153155 6140 2.06629600503683 2.01507657709921 2.11881733376972
1068 "G40" "G47" "All" "All" 3 381715 356184.509836066 10105 1.75460244064146 1.72053025211065 1.78934937117687
1068 "G40" "G47" "All" "All" 4 391274 954635.171068194 25106 1.56349724772112 1.54400368017452 1.58323692813687
1068 "G40" "G47" "All" "All" 5 295635 1150024.90689423 30483 1.56794614630894 1.5501252020235 1.58597196827446
1068 "G40" "G47" "All" "All" 6 172806 1020606.8734037 24956 1.55858974752435 1.53890776142245 1.57852345798988
1069 "G50" "G59" "All" "All" 0 7343952 99310872.8055319 992097 1 NA NA
1069 "G50" "G59" "All" "All" 1 240008 116610.453993562 2795 1.76405224863739 1.69975314255449 1.83078369324026
1069 "G50" "G59" "All" "All" 2 234318 114000.882086983 1839 1.16352180366866 1.11148862379423 1.21799086255245
1069 "G50" "G59" "All" "All" 3 232803 220323.484377573 3266 1.03585090082661 1.00086530135248 1.0720594342649
1069 "G50" "G59" "All" "All" 4 234833 595353.441829478 9317 1.0165454019495 0.996006117361171 1.03750824037355
1069 "G50" "G59" "All" "All" 5 182115 711423.051261322 12646 1.05951861496798 1.04106766545043 1.0782965725652
1069 "G50" "G59" "All" "All" 6 105564 592814.607283479 12313 1.16080261756427 1.1402324539094 1.18174387364976
1070 "G60" "G64" "All" "All" 0 7371915 101255658.882551 1012652 1 NA NA
1070 "G60" "G64" "All" "All" 1 55131 26390.6100381765 2027 3.009752443108 2.88137734541941 3.14384708521264
1070 "G60" "G64" "All" "All" 2 52272 25128.4807470619 1362 2.0917832082322 1.98349965121846 2.20597819997311
1070 "G60" "G64" "All" "All" 3 50532 46934.4512014373 2430 1.94686208166188 1.8708575114225 2.02595437753617
1070 "G60" "G64" "All" "All" 4 48431 115818.111819747 5797 1.78045108124796 1.73503597351141 1.82705494359377
1070 "G60" "G64" "All" "All" 5 32883 115999.022381915 6052 1.74965968534079 1.70594936082907 1.79448996834177
1070 "G60" "G64" "All" "All" 6 15141 75469.1676248222 3953 1.75816729192462 1.70399253300928 1.8140644201853
1071 "G70" "G73" "All" "All" 0 7376530 101566968.344427 1030864 1 NA NA
1071 "G70" "G73" "All" "All" 1 9906 4623.40378770866 690 10.972113688294 10.1829257949266 11.8224645070897
1071 "G70" "G73" "All" "All" 2 9200 4434.95110412456 202 3.42085791885714 2.98014637963829 3.92674298851989
1071 "G70" "G73" "All" "All" 3 9129 8547.06078299274 298 2.60949015658703 2.32937017276368 2.92329615831113
1071 "G70" "G73" "All" "All" 4 9625 23158.9391047234 675 2.15231798808208 1.99586724214841 2.32103249354158
1071 "G70" "G73" "All" "All" 5 7300 27994.5068343439 802 2.10136084366492 1.96078509722832 2.25201497172229
1071 "G70" "G73" "All" "All" 6 4131 25671.5203233775 742 2.47850512114227 2.30632530651865 2.66353910186294
1072 "G80" "G83" "All" "All" 0 7370523 101361244.73894 1023418 1 NA NA
1072 "G80" "G83" "All" "All" 1 25674 11686.7154427727 2588 16.0339471385252 15.427126834255 16.6646364940862
1072 "G80" "G83" "All" "All" 2 23294 11132.1165656112 814 5.75898277025011 5.37648188704702 6.16869604414379
1072 "G80" "G83" "All" "All" 3 23234 21490.8515906879 1017 3.92902932554736 3.6947038995302 4.17821613336161
1072 "G80" "G83" "All" "All" 4 26350 62147.3680365296 2171 3.24373404782999 3.10997334060895 3.38324783549151
1072 "G80" "G83" "All" "All" 5 21249 88743.6849539636 2235 2.92296848317333 2.8041306202548 3.04684264417336
1072 "G80" "G83" "All" "All" 6 14542 104953.250834643 2030 3.03391426010537 2.90452759965006 3.16906464885365
1073 "G90" "G99" "All" "All" 0 7371165 100938884.926746 989266 1 NA NA
1073 "G90" "G99" "All" "All" 1 128522 56558.2303166405 18348 17.6622694184998 17.4053445237475 17.9229868495879
1073 "G90" "G99" "All" "All" 2 107497 51537.8826259451 4161 4.55482485099818 4.41810789588154 4.69577246916264
1073 "G90" "G99" "All" "All" 3 101366 94250.4530952916 4834 2.91727191926535 2.83589131560174 3.00098787429317
1073 "G90" "G99" "All" "All" 4 92791 215538.733161165 8532 2.32652560662713 2.27736480900252 2.3767476237865
1073 "G90" "G99" "All" "All" 5 56755 189193.292963545 6031 2.04819449457026 1.99691586609589 2.10078990247577
1073 "G90" "G99" "All" "All" 6 23601 115435.207455648 3101 1.90916449795809 1.84293164237031 1.97777768662956
10493 "G00" "G00" "All" "All" 0 7377055 101597931.059443 1031787 1 NA NA
10493 "G00" "G00" "All" "All" 1 6187 2591.71970207351 1064 32.5097478770653 30.6125858786785 34.5244832050098
10493 "G00" "G00" "All" "All" 2 5177 2491.94668014073 119 4.09280271807476 3.41968110817676 4.89841992840411
10493 "G00" "G00" "All" "All" 3 5196 4871.82983756269 152 2.69806795709537 2.30147006847418 3.16300907008145
10493 "G00" "G00" "All" "All" 4 5701 14153.3264915039 382 2.29035368578809 2.07177422841543 2.53199404358612
10493 "G00" "G00" "All" "All" 5 4652 19173.0744891085 401 1.82361679041233 1.65355130934411 2.01117327262911
10493 "G00" "G00" "All" "All" 6 3089 20185.7697207875 368 1.75899501097654 1.58810150361932 1.94827814317216
10494 "G01" "G01" "All" "All" 0 7378543 101653096.28982 1034171 1 NA NA
10494 "G01" "G01" "All" "All" 1 793 372.67270753799 42 17.1921299879089 12.7052463511955 23.263565723253
10494 "G01" "G01" "All" "All" 2 739 365.595808069466 9 4.01760387647169 2.09040587140552 7.72153442976487
10494 "G01" "G01" "All" "All" 3 736 714.659637697432 6 1.45287744463943 0.652718116345954 3.23394251864645
10494 "G01" "G01" "All" "All" 4 742 2024.06472789879 13 1.20794143043435 0.701395159848595 2.08031446877213
10494 "G01" "G01" "All" "All" 5 646 2786.14659031365 24 1.74813058567778 1.17170802362112 2.60812462061821
10494 "G01" "G01" "All" "All" 6 437 2039.29707313422 8 0.721077533795504 0.360606163329237 1.44188553224999
10495 "G02" "G02" "All" "All" 0 7378538 101654579.129366 1034205 1 NA NA
10495 "G02" "G02" "All" "All" 1 990 471.499648177258 23 11.6169093753528 7.71964758215979 17.4817026294098
10495 "G02" "G02" "All" "All" 2 907 439.179856276668 NA NA NA NA
10495 "G02" "G02" "All" "All" 3 869 797.807208623399 NA NA NA NA
10495 "G02" "G02" "All" "All" 4 794 1946.58151059211 16 1.74962250772757 1.07186694283495 2.85593182998116
10495 "G02" "G02" "All" "All" 5 556 1863.11729171345 15 2.17856166493111 1.31336830860039 3.61370903868174
10495 "G02" "G02" "All" "All" 6 257 1301.41148289543 6 1.3913430673756 0.625068654279054 3.09699665449857
10496 "G03" "G03" "All" "All" 0 7378033 101632552.665304 1033727 1 NA NA
10496 "G03" "G03" "All" "All" 1 3590 1645.94839434089 226 16.2828096349492 14.2900233476441 18.55349590116
10496 "G03" "G03" "All" "All" 2 3177 1514.48728946778 38 3.20514069758184 2.33216417414664 4.40489010386861
10496 "G03" "G03" "All" "All" 3 3032 2687.94575192754 62 3.11480204699554 2.42841245541326 3.99519932058516
10496 "G03" "G03" "All" "All" 4 2872 6613.80210345085 79 1.9439083105448 1.55920450725493 2.42353039785519
10496 "G03" "G03" "All" "All" 5 1986 7727.43392469496 70 1.61809539320767 1.28015139928435 2.04525238419735
10496 "G03" "G03" "All" "All" 6 1221 8656.44359607755 71 1.81700634994062 1.43988536178388 2.29289925667017
10497 "G04" "G04" "All" "All" 0 7377828 101627099.850775 1033206 1 NA NA
10497 "G04" "G04" "All" "All" 1 3478 1582.18904109589 305 15.7012037651348 14.0340591169916 17.5663931311079
10497 "G04" "G04" "All" "All" 2 3145 1511.82999476009 73 4.07631508019591 3.24070065877457 5.1273926174088
10497 "G04" "G04" "All" "All" 3 3122 2891.5671756868 88 2.55374459873999 2.07221260171551 3.14717296391049
10497 "G04" "G04" "All" "All" 4 3268 7859.80204356613 200 2.18142618412571 1.89908704066343 2.50574096652615
10497 "G04" "G04" "All" "All" 5 2492 9941.30247773037 216 2.04081650572841 1.78599475538706 2.33199565535729
10497 "G04" "G04" "All" "All" 6 1573 10512.1848566509 185 1.66883962774229 1.44485168779031 1.92755126817363
10498 "G05" "G05" "All" "All" 0 7378527 101656767.76603 1034138 1 NA NA
10498 "G05" "G05" "All" "All" 1 505 232.601369863014 42 18.1817989350364 13.4367552463022 24.6025030935251
10498 "G05" "G05" "All" "All" 2 452 220.71881128827 6 2.81341584535541 1.26395063681866 6.26235589296399
10498 "G05" "G05" "All" "All" 3 450 423.000613818399 11 2.7022608656292 1.49650457464325 4.87951317332379
10498 "G05" "G05" "All" "All" 4 461 1150.15267609851 24 1.98059747468066 1.32752458437605 2.95494818166034
10498 "G05" "G05" "All" "All" 5 365 1404.77965416573 28 1.90430350017139 1.31483261345121 2.75804827448446
10498 "G05" "G05" "All" "All" 6 201 1199.7072086234 24 2.2040025288553 1.47725591957175 3.28827732747131
10499 "G06" "G06" "All" "All" 0 7378251 101643156.570978 1033244 1 NA NA
10499 "G06" "G06" "All" "All" 1 2333 1029.22780896774 337 20.3158297881851 18.2581166891963 22.6054497847925
10499 "G06" "G06" "All" "All" 2 1978 949.834598398084 72 4.9628736920792 3.93927892374227 6.25244258158127
10499 "G06" "G06" "All" "All" 3 1926 1785.44182199266 97 3.46160905595185 2.83691430658646 4.22386295857707
10499 "G06" "G06" "All" "All" 4 1905 4665.88553783966 176 2.28458274395182 1.97077897225348 2.64835295456517
10499 "G06" "G06" "All" "All" 5 1412 5396.2203982334 187 2.00194917813955 1.73460086721103 2.31050300251351
10499 "G06" "G06" "All" "All" 6 800 4415.54522045063 160 2.23834154859418 1.91700614265374 2.61354034120483
10500 "G07" "G07" "All" "All" 0 7378584 101660492.996235 1034211 1 NA NA
10500 "G07" "G07" "All" "All" 1 124 52.8593307882327 24 28.9272342135666 19.3897551374083 43.1560312812897
10500 "G07" "G07" "All" "All" 2 101 47.8015869451306 5 7.07130229053942 2.94331681423223 16.9887644586543
10500 "G07" "G07" "All" "All" 3 93 89.975177782768 NA NA NA NA
10500 "G07" "G07" "All" "All" 4 95 237.580432667115 8 1.75798859803746 0.87916004532899 3.51531433582519
10500 "G07" "G07" "All" "All" 5 71 281.956621004566 9 1.46180755256613 0.760595094722205 2.80948606632791
10500 "G07" "G07" "All" "All" 6 39 195.556980312897 13 3.36540198124541 1.95412011590606 5.7959233944629
10501 "G08" "G08" "All" "All" 0 7378581 101660284.353118 1034243 1 NA NA
10501 "G08" "G08" "All" "All" 1 100 46.2159892207499 11 29.1385778215632 16.1383864561268 52.6110041900103
10501 "G08" "G08" "All" "All" 2 90 42.5022157347107 NA NA NA NA
10501 "G08" "G08" "All" "All" 3 90 84.4651620630286 NA NA NA NA
10501 "G08" "G08" "All" "All" 4 97 256.581585448013 5 2.56020500949685 1.06561836765292 6.15102919546117
10501 "G08" "G08" "All" "All" 5 85 356.569017142002 5 1.97102323640023 0.820391516676881 4.735461690494
10501 "G08" "G08" "All" "All" 6 56 328.039276891983 NA NA NA NA
10502 "G09" "G09" "All" "All" 0 7378444 101652729.19214 1034014 1 NA NA
10502 "G09" "G09" "All" "All" 1 795 383.20530728348 32 7.37286537561518 5.21386374735541 10.4258850021766
10502 "G09" "G09" "All" "All" 2 776 379.594430720862 14 3.31846287218215 1.965355810648 5.60315632130782
10502 "G09" "G09" "All" "All" 3 787 748.505576764728 21 2.49503594034587 1.6267718811782 3.82672236694243
10502 "G09" "G09" "All" "All" 4 830 2165.82512912643 60 2.36005169990979 1.83243159995327 3.03959177869947
10502 "G09" "G09" "All" "All" 5 700 2748.26001946254 84 2.48180306560021 2.00395616478652 3.07359340720844
10502 "G09" "G09" "All" "All" 6 369 2244.14376076054 48 1.93388218196667 1.45734964119569 2.56623406491508
10503 "G10" "G10" "All" "All" 0 7378430 101654941.459136 1033784 1 NA NA
10503 "G10" "G10" "All" "All" 1 775 364.640609327045 39 8.92959012152659 6.52417766224573 12.2218590397825
10503 "G10" "G10" "All" "All" 2 748 361.946814881353 14 3.19979661119564 1.89507553496592 5.40279169041314
10503 "G10" "G10" "All" "All" 3 747 709.337854629838 27 3.0823890918025 2.11383268111438 4.49473726002485
10503 "G10" "G10" "All" "All" 4 791 1897.16072310802 112 4.6875610081489 3.89502510674991 5.6413572705961
10503 "G10" "G10" "All" "All" 5 578 2095.41086907703 172 6.84232953054409 5.89240520557495 7.94539271675689
10503 "G10" "G10" "All" "All" 6 262 1028.77035706266 125 8.6004448310689 7.21735018050936 10.2485883935646
10504 "G11" "G11" "All" "All" 0 7378181 101643493.340011 1033566 1 NA NA
10504 "G11" "G11" "All" "All" 1 1804 866.375911370612 56 4.86204795298295 3.74174710810977 6.31777338609283
10504 "G11" "G11" "All" "All" 2 1740 842.225413578861 34 2.96455182296796 2.11824272629674 4.1489898215902
10504 "G11" "G11" "All" "All" 3 1767 1624.11462684333 47 2.03358432950378 1.52791072585723 2.70661443448087
10504 "G11" "G11" "All" "All" 4 1843 4436.99502208249 160 2.45445799344232 2.10211185306286 2.86586274312433
10504 "G11" "G11" "All" "All" 5 1412 5472.61486638222 211 2.65634435850279 2.32101222098046 3.04012416960427
10504 "G11" "G11" "All" "All" 6 809 4663.06051351149 199 2.93656712300168 2.5555725205354 3.37436186944432
10505 "G12" "G12" "All" "All" 0 7378037 101640614.491189 1030845 1 NA NA
10505 "G12" "G12" "All" "All" 1 4517 1996.93393966614 788 17.5136232126522 16.331936632461 18.7808099515342
10505 "G12" "G12" "All" "All" 2 3740 1668.45193502508 612 17.9842239614463 16.6138365569809 19.4676473664692
10505 "G12" "G12" "All" "All" 3 3151 2590.6873418669 824 16.9963217491845 15.8739694538284 18.1980287817761
10505 "G12" "G12" "All" "All" 4 2468 5096.80384759338 709 8.11650881378294 7.54026864899047 8.73678623281363
10505 "G12" "G12" "All" "All" 5 1441 5203.09031364623 329 3.71173388762675 3.3314856605681 4.1353827860113
10505 "G12" "G12" "All" "All" 6 726 4228.26779699079 166 2.60683444247839 2.23890543306623 3.03522681669717
10506 "G13" "G13" "All" "All" 0 7378553 101659349.115009 1033998 1 NA NA
10506 "G13" "G13" "All" "All" 1 401 167.617291713451 89 20.6661021161114 16.7889591097994 25.4386096172132
10506 "G13" "G13" "All" "All" 2 314 145.544284751853 38 10.0701064416452 7.3273313721589 13.8395602157934
10506 "G13" "G13" "All" "All" 3 279 249.213803428401 35 5.20326238867923 3.73592092083888 7.24692520508827
10506 "G13" "G13" "All" "All" 4 247 594.968133842352 51 3.1007895858808 2.35654713167959 4.08007797792442
10506 "G13" "G13" "All" "All" 5 167 528.965117149488 45 3.1008952650556 2.31522539979448 4.15318156309868
10506 "G13" "G13" "All" "All" 6 63 363.302724754848 17 2.65194722274406 1.64859373928509 4.26595340297099
10507 "G14" "G14" "All" "All" 0 7378598 101660620.702455 1034237 1 NA NA
10507 "G14" "G14" "All" "All" 1 320 145.415764653042 18 5.3834376417054 3.39174173801917 8.54469564037507
10507 "G14" "G14" "All" "All" 2 272 126.591780821917 NA NA NA NA
10507 "G14" "G14" "All" "All" 3 236 203.432150610076 6 1.29952604759446 0.583820111241443 2.89261694802783
10507 "G14" "G14" "All" "All" 4 171 252.850984355117 10 1.4929068434802 0.803255196112341 2.7746734214693
10507 "G14" "G14" "All" "All" 5 27 43.5798038775363 NA NA NA NA
10507 "G14" "G14" "All" "All" 6 NA NA NA NA NA NA
10508 "G20" "G20" "All" "All" 0 7373610 101520711.600262 1014772 1 NA NA
10508 "G20" "G20" "All" "All" 1 24894 11417.3182947825 2374 4.15499267515952 3.99089674171008 4.32583583288394
10508 "G20" "G20" "All" "All" 2 22528 10685.31965716 1103 2.0462766930027 1.92892071872521 2.17077263138806
10508 "G20" "G20" "All" "All" 3 21815 19509.0134665769 2255 2.25242188301958 2.16120598397292 2.34748764195956
10508 "G20" "G20" "All" "All" 4 21160 45251.9633730069 5993 2.49156507944964 2.42902411510298 2.55571630867473
10508 "G20" "G20" "All" "All" 5 12247 37619.4176061082 5422 2.72695398848205 2.65507422349025 2.80077972566912
10508 "G20" "G20" "All" "All" 6 4201 16204.0937046186 2354 3.11405760731785 2.99050620120614 3.24271348368481
10509 "G21" "G21" "All" "All" 0 7378007 101639189.429456 1030811 1 NA NA
10509 "G21" "G21" "All" "All" 1 4247 1924.38255108915 506 5.39962160357736 4.94890075213712 5.89139183064618
10509 "G21" "G21" "All" "All" 2 3757 1775.72128153305 235 2.69276025346449 2.369527103516 3.06008645011018
10509 "G21" "G21" "All" "All" 3 3599 3221.86360506026 489 3.06939758372647 2.8089674228859 3.35397322525964
10509 "G21" "G21" "All" "All" 4 3260 7145.80944681488 1088 3.05636808750329 2.87992140143063 3.24362528840825
10509 "G21" "G21" "All" "All" 5 1867 5745.09240212591 886 3.27278544332743 3.06410105758304 3.49568253682365
10509 "G21" "G21" "All" "All" 6 588 2396.42762182798 258 3.24740011946599 2.87427611575024 3.66896119621934
10510 "G22" "G22" "All" "All" 0 7378496 101657748.450498 1033488 1 NA NA
10510 "G22" "G22" "All" "All" 1 880 380.673111759861 158 7.74092595912195 6.62317192685284 9.04731680928618
10510 "G22" "G22" "All" "All" 2 723 340.792753948649 61 3.27809288737522 2.550530020414 4.21319995932285
10510 "G22" "G22" "All" "All" 3 668 588.407283479303 104 3.16356148712889 2.61037086092327 3.83398444744566
10510 "G22" "G22" "All" "All" 4 577 1195.47616588068 253 3.73118712458112 3.29854922304439 4.22056983760601
10510 "G22" "G22" "All" "All" 5 283 832.642233700129 155 3.39242605344885 2.89822558607901 3.97089673881749
10510 "G22" "G22" "All" "All" 6 86 312.284317688449 54 3.35995612074966 2.57329299012814 4.38710445202779
10511 "G23" "G23" "All" "All" 0 7378418 101651197.259975 1032547 1 NA NA
10511 "G23" "G23" "All" "All" 1 2384 1127.94956209297 166 4.47798038559564 3.84598379962111 5.21383068117832
10511 "G23" "G23" "All" "All" 2 2196 1032.06331312224 143 4.20507220487847 3.56931065442189 4.95407487895038
10511 "G23" "G23" "All" "All" 3 2032 1818.99926641216 277 4.54784388633954 4.04250721299738 5.11635055294813
10511 "G23" "G23" "All" "All" 4 1716 3462.87624822217 701 5.93608948372456 5.512308500213 6.39245034225201
10511 "G23" "G23" "All" "All" 5 752 2054.94355116401 352 4.85285937109649 4.37134859684296 5.38740929804757
10511 "G23" "G23" "All" "All" 6 207 704.634448686278 87 4.41417615894954 3.57752706883017 5.4464860187934
10512 "G24" "G24" "All" "All" 0 7376985 101570058.44433 1031834 1 NA NA
10512 "G24" "G24" "All" "All" 1 9466 4593.92626693615 177 2.83049311258573 2.44272731210307 3.27981400981577
10512 "G24" "G24" "All" "All" 2 9223 4486.84956957856 119 1.94701176645045 1.62679647259798 2.33025758449213
10512 "G24" "G24" "All" "All" 3 9184 8622.0636499738 237 1.97929366651689 1.74265192261965 2.24806994871627
10512 "G24" "G24" "All" "All" 4 9429 23423.3280485066 577 1.65417690695871 1.52452471506225 1.79485528340796
10512 "G24" "G24" "All" "All" 5 7266 27830.279594281 727 1.61585227804508 1.50251591820943 1.73773771899536
10512 "G24" "G24" "All" "All" 6 3956 22383.8349053073 602 1.43393183764771 1.32378255553958 1.55324641982583
10513 "G25" "G25" "All" "All" 0 7377248 101571249.466734 1029774 1 NA NA
10513 "G25" "G25" "All" "All" 1 13023 6248.83813159668 381 2.113223720429 1.9112890027198 2.33649358429258
10513 "G25" "G25" "All" "All" 2 12349 5945.0371958979 256 1.46748415445916 1.29826893975382 1.65875472919892
10513 "G25" "G25" "All" "All" 3 11830 10897.0985552811 542 1.66889464165788 1.5341016758449 1.81553111427275
10513 "G25" "G25" "All" "All" 4 10951 25725.8066546897 1284 1.63118347734729 1.54429167512403 1.72296437235998
10513 "G25" "G25" "All" "All" 5 7208 25491.4759937121 1243 1.51204563710146 1.43021580846509 1.59855736116579
10513 "G25" "G25" "All" "All" 6 3414 15841.0030990344 793 1.506797642383 1.40540896587537 1.61550067647165
10514 "G26" "G26" "All" "All" 0 7378562 101660037.050056 1034184 1 NA NA
10514 "G26" "G26" "All" "All" 1 166 78.3467999101736 7 3.09166993334967 1.47389398681465 6.48514958490047
10514 "G26" "G26" "All" "All" 2 157 75.2664420989595 7 3.17301218543883 1.51267184774538 6.65577689169631
10514 "G26" "G26" "All" "All" 3 156 142.70220824912 10 2.27968005035918 1.2265843253779 4.23692120018287
10514 "G26" "G26" "All" "All" 4 157 374.209035107419 25 1.95418158420452 1.32044790718321 2.89206839835918
10514 "G26" "G26" "All" "All" 5 110 396.408877910023 27 2.07920681199682 1.42587185314931 3.03190006696996
10514 "G26" "G26" "All" "All" 6 53 294.7429448312 13 1.69178948323469 0.982338330989606 2.91361088668928
